Date,Delivering,Receiving,PCS
2018/4/22,W,Y,42
2018/4/22,O,G,46
2018/4/22,C,V,42
2018/4/22,N,M,48
2018/4/22,G,X,43
2018/4/22,G,V,92
2018/4/22,G,Q,0
2018/4/22,G,O,64
2018/4/22,G,N,42
2018/4/22,G,L,83
2018/4/22,E,I,42
2018/4/22,D,R,0
2018/4/22,D,E,42
2018/4/22,N,V,46
2018/4/22,C,U,0
2018/4/22,C,N,42
2018/4/22,C,M,47
2018/4/22,A,Q,0
2018/4/22,A,O,42
2018/4/22,I,E,0
2018/4/22,I,J,57
2018/4/22,B,G,47
2018/4/22,J,I,62
2018/4/22,I,S,42
2018/4/22,N,G,42
2018/4/22,M,U,45
2018/4/22,M,C,46
2018/4/22,L,X,42
2018/4/22,L,W,91
2018/4/22,L,R,67
2018/4/22,L,P,48
2018/4/22,M,V,44
2018/4/22,L,K,59
2018/4/22,L,J,44
2018/4/22,L,G,101
2018/4/22,K,L,48
2018/4/22,K,J,61
2018/4/22,J,L,53
2018/4/22,L,O,42
2018/4/22,J,K,43
2018/4/23,S,Q,42
2018/4/23,S,L,45
2018/4/23,S,D,43
2018/4/23,R,S,48
2018/4/23,R,O,42
2018/4/23,R,L,56
2018/4/23,Q,O,0
2018/4/23,Q,V,42
2018/4/23,Q,A,43
2018/4/23,P,D,43
2018/4/23,O,R,44
2018/4/23,S,R,43
2018/4/23,O,Q,48
2018/4/23,R,G,0
2018/4/23,T,B,46
2018/4/23,W,L,62
2018/4/23,U,A,42
2018/4/23,O,G,48
2018/4/23,Y,W,0
2018/4/23,Y,L,44
2018/4/23,X,W,42
2018/4/23,X,L,48
2018/4/23,X,G,42
2018/4/23,T,X,53
2018/4/23,W,Y,42
2018/4/23,V,Q,42
2018/4/23,V,N,48
2018/4/23,V,M,48
2018/4/23,V,G,71
2018/4/23,V,C,42
2018/4/23,U,V,42
2018/4/23,W,X,0
2018/4/23,N,V,43
2018/4/23,N,G,0
2018/4/23,G,L,84
2018/4/23,N,M,48
2018/4/23,A,O,43
2018/4/23,A,Q,42
2018/4/23,B,G,46
2018/4/23,C,M,43
2018/4/23,C,U,42
2018/4/23,D,A,0
2018/4/23,D,E,0
2018/4/23,E,I,42
2018/4/23,G,N,43
2018/4/23,G,O,62
2018/4/23,G,V,80
2018/4/23,G,X,42
2018/4/23,I,S,42
2018/4/23,J,I,66
2018/4/23,I,J,50
2018/4/23,K,J,65
2018/4/23,M,V,42
2018/4/23,M,U,42
2018/4/23,M,G,42
2018/4/23,M,C,46
2018/4/23,L,X,42
2018/4/23,J,L,53
2018/4/23,L,R,65
2018/4/23,L,P,47
2018/4/23,L,W,84
2018/4/23,L,K,64
2018/4/23,L,J,48
2018/4/23,L,G,84
2018/4/23,L,D,42
2018/4/23,K,L,43
2018/4/23,L,O,0
2018/4/24,S,R,46
2018/4/24,R,O,44
2018/4/24,S,Q,0
2018/4/24,S,L,44
2018/4/24,S,D,42
2018/4/24,R,S,54
2018/4/24,R,L,57
2018/4/24,O,G,50
2018/4/24,Q,V,43
2018/4/24,Q,M,42
2018/4/24,Q,A,48
2018/4/24,P,D,46
2018/4/24,O,R,43
2018/4/24,O,Q,49
2018/4/24,T,B,44
2018/4/24,R,G,43
2018/4/24,T,X,61
2018/4/24,Y,L,42
2018/4/24,U,G,0
2018/4/24,Y,W,0
2018/4/24,X,Y,0
2018/4/24,X,W,43
2018/4/24,Y,X,0
2018/4/24,X,L,48
2018/4/24,W,Y,42
2018/4/24,W,X,42
2018/4/24,W,L,53
2018/4/24,V,Q,48
2018/4/24,V,N,51
2018/4/24,V,M,48
2018/4/24,V,G,72
2018/4/24,V,C,42
2018/4/24,U,V,42
2018/4/24,U,O,0
2018/4/24,U,A,43
2018/4/24,N,V,53
2018/4/24,C,U,43
2018/4/24,N,G,43
2018/4/24,I,E,0
2018/4/24,G,X,0
2018/4/24,G,V,108
2018/4/24,G,Q,43
2018/4/24,G,O,67
2018/4/24,G,N,43
2018/4/24,G,L,85
2018/4/24,D,L,0
2018/4/24,D,E,44
2018/4/24,C,V,42
2018/4/24,C,M,44
2018/4/24,B,G,46
2018/4/24,A,Q,42
2018/4/24,A,O,42
2018/4/24,N,M,57
2018/4/24,I,J,65
2018/4/24,I,S,0
2018/4/24,D,R,0
2018/4/24,J,L,70
2018/4/24,M,V,43
2018/4/24,J,I,65
2018/4/24,M,U,43
2018/4/24,M,N,0
2018/4/24,M,G,42
2018/4/24,L,W,70
2018/4/24,L,R,62
2018/4/24,L,P,48
2018/4/24,M,C,44
2018/4/24,L,O,43
2018/4/24,L,K,64
2018/4/24,L,J,46
2018/4/24,L,G,110
2018/4/24,L,D,42
2018/4/24,K,L,42
2018/4/24,K,J,62
2018/4/25,R,O,78
2018/4/25,S,R,75
2018/4/25,S,Q,0
2018/4/25,S,L,55
2018/4/25,S,D,51
2018/4/25,R,S,88
2018/4/25,T,B,78
2018/4/25,R,L,96
2018/4/25,O,Q,92
2018/4/25,Q,V,63
2018/4/25,Q,O,0
2018/4/25,Q,M,54
2018/4/25,Q,A,70
2018/4/25,P,D,63
2018/4/25,O,R,66
2018/4/25,O,G,69
2018/4/25,T,X,75
2018/4/25,R,G,52
2018/4/25,U,A,57
2018/4/25,Y,W,42
2018/4/25,U,O,43
2018/4/25,N,V,74
2018/4/25,Y,X,42
2018/4/25,Y,L,44
2018/4/25,X,Y,43
2018/4/25,X,W,44
2018/4/25,X,L,59
2018/4/25,X,G,42
2018/4/25,W,Y,51
2018/4/25,W,X,0
2018/4/25,W,L,78
2018/4/25,V,Q,66
2018/4/25,V,N,104
2018/4/25,V,M,56
2018/4/25,V,G,133
2018/4/25,V,C,42
2018/4/25,V,A,42
2018/4/25,U,V,47
2018/4/25,U,G,43
2018/4/25,N,M,83
2018/4/25,L,X,0
2018/4/25,M,V,48
2018/4/25,G,V,223
2018/4/25,G,R,0
2018/4/25,G,Q,47
2018/4/25,G,O,126
2018/4/25,G,N,49
2018/4/25,G,L,177
2018/4/25,E,I,43
2018/4/25,D,R,42
2018/4/25,D,L,43
2018/4/25,D,E,43
2018/4/25,D,A,42
2018/4/25,C,V,0
2018/4/25,C,U,48
2018/4/25,C,N,42
2018/4/25,C,M,46
2018/4/25,B,G,72
2018/4/25,A,Q,74
2018/4/25,G,X,0
2018/4/25,I,E,44
2018/4/25,A,O,48
2018/4/25,I,S,49
2018/4/25,I,J,116
2018/4/25,M,U,66
2018/4/25,M,G,48
2018/4/25,M,C,50
2018/4/25,N,G,56
2018/4/25,L,R,119
2018/4/25,L,P,62
2018/4/25,L,O,44
2018/4/25,L,W,127
2018/4/25,L,J,56
2018/4/25,L,G,235
2018/4/25,L,D,42
2018/4/25,J,I,107
2018/4/25,K,L,48
2018/4/25,K,J,127
2018/4/25,J,L,144
2018/4/25,J,K,44
2018/4/25,L,K,108
2018/4/26,S,D,72
2018/4/26,S,I,0
2018/4/26,T,B,197
2018/4/26,S,Q,0
2018/4/26,S,R,164
2018/4/26,R,S,147
2018/4/26,S,L,66
2018/4/26,R,O,170
2018/4/26,O,R,125
2018/4/26,R,G,92
2018/4/26,R,D,45
2018/4/26,Q,V,140
2018/4/26,Q,O,57
2018/4/26,Q,M,84
2018/4/26,Q,A,107
2018/4/26,P,D,106
2018/4/26,T,X,142
2018/4/26,R,L,165
2018/4/26,U,A,70
2018/4/26,V,Q,110
2018/4/26,U,O,70
2018/4/26,O,Q,182
2018/4/26,Y,X,42
2018/4/26,Y,W,142
2018/4/26,Y,L,44
2018/4/26,X,Y,62
2018/4/26,X,W,68
2018/4/26,X,L,48
2018/4/26,X,G,0
2018/4/26,W,Y,152
2018/4/26,W,X,42
2018/4/26,W,L,232
2018/4/26,V,N,156
2018/4/26,V,M,104
2018/4/26,V,G,278
2018/4/26,V,C,42
2018/4/26,V,A,47
2018/4/26,U,V,81
2018/4/26,U,G,48
2018/4/26,O,G,149
2018/4/26,N,V,114
2018/4/26,N,M,119
2018/4/26,I,E,90
2018/4/26,G,V,465
2018/4/26,G,R,43
2018/4/26,G,Q,57
2018/4/26,G,O,207
2018/4/26,G,N,49
2018/4/26,E,I,42
2018/4/26,I,J,215
2018/4/26,D,R,67
2018/4/26,D,E,56
2018/4/26,D,A,56
2018/4/26,C,U,44
2018/4/26,C,M,44
2018/4/26,B,G,172
2018/4/26,A,Q,172
2018/4/26,A,O,69
2018/4/26,D,L,44
2018/4/26,I,S,58
2018/4/26,G,L,313
2018/4/26,J,K,174
2018/4/26,J,I,175
2018/4/26,M,V,70
2018/4/26,M,U,126
2018/4/26,M,N,44
2018/4/26,M,G,48
2018/4/26,M,C,44
2018/4/26,L,W,233
2018/4/26,L,R,177
2018/4/26,L,P,76
2018/4/26,N,G,54
2018/4/26,L,K,164
2018/4/26,L,J,64
2018/4/26,L,G,461
2018/4/26,L,D,0
2018/4/26,K,L,176
2018/4/26,K,J,150
2018/4/26,J,L,136
2018/4/26,L,O,62
2018/4/27,T,B,358
2018/4/27,R,S,225
2018/4/27,S,D,88
2018/4/27,S,R,242
2018/4/27,S,L,92
2018/4/27,S,Q,0
2018/4/27,R,O,245
2018/4/27,S,I,0
2018/4/27,R,L,247
2018/4/27,Q,O,72
2018/4/27,R,D,48
2018/4/27,Q,V,183
2018/4/27,Q,N,0
2018/4/27,Q,M,101
2018/4/27,Q,A,134
2018/4/27,P,D,121
2018/4/27,O,R,190
2018/4/27,R,G,95
2018/4/27,T,X,278
2018/4/27,Y,X,45
2018/4/27,U,G,48
2018/4/27,O,Q,242
2018/4/27,Y,W,188
2018/4/27,Y,L,43
2018/4/27,X,Y,106
2018/4/27,X,W,93
2018/4/27,X,L,48
2018/4/27,X,G,44
2018/4/27,W,Y,207
2018/4/27,W,X,48
2018/4/27,W,L,358
2018/4/27,V,Q,128
2018/4/27,V,N,190
2018/4/27,V,M,112
2018/4/27,V,G,428
2018/4/27,V,A,48
2018/4/27,U,V,111
2018/4/27,U,O,81
2018/4/27,U,A,78
2018/4/27,O,G,178
2018/4/27,A,O,81
2018/4/27,N,M,128
2018/4/27,I,J,217
2018/4/27,I,E,118
2018/4/27,G,X,0
2018/4/27,G,V,557
2018/4/27,G,R,43
2018/4/27,G,Q,70
2018/4/27,G,O,261
2018/4/27,G,L,503
2018/4/27,E,I,45
2018/4/27,D,R,81
2018/4/27,D,L,42
2018/4/27,D,E,65
2018/4/27,D,A,64
2018/4/27,C,U,47
2018/4/27,B,G,246
2018/4/27,A,Q,214
2018/4/27,N,V,156
2018/4/27,I,S,72
2018/4/27,J,I,263
2018/4/27,G,N,55
2018/4/27,J,L,86
2018/4/27,J,K,261
2018/4/27,M,V,88
2018/4/27,M,U,160
2018/4/27,M,N,45
2018/4/27,M,G,65
2018/4/27,M,C,47
2018/4/27,L,X,0
2018/4/27,L,W,367
2018/4/27,L,R,249
2018/4/27,N,G,72
2018/4/27,L,O,63
2018/4/27,L,K,231
2018/4/27,L,J,80
2018/4/27,L,G,563
2018/4/27,L,D,42
2018/4/27,K,L,238
2018/4/27,K,J,225
2018/4/27,L,P,86
2018/4/28,S,R,239
2018/4/28,R,O,231
2018/4/28,R,S,246
2018/4/28,S,Q,0
2018/4/28,S,I,42
2018/4/28,S,L,92
2018/4/28,R,L,283
2018/4/28,S,D,94
2018/4/28,R,G,101
2018/4/28,Q,N,0
2018/4/28,Q,V,184
2018/4/28,Q,O,75
2018/4/28,Q,M,98
2018/4/28,Q,A,191
2018/4/28,P,D,145
2018/4/28,O,R,196
2018/4/28,O,Q,240
2018/4/28,R,D,48
2018/4/28,T,B,401
2018/4/28,Y,X,47
2018/4/28,U,A,94
2018/4/28,Y,W,218
2018/4/28,Y,L,44
2018/4/28,X,Y,129
2018/4/28,X,W,120
2018/4/28,X,L,47
2018/4/28,X,G,42
2018/4/28,W,Y,238
2018/4/28,W,X,48
2018/4/28,W,L,413
2018/4/28,V,Q,160
2018/4/28,V,N,200
2018/4/28,V,M,104
2018/4/28,V,G,484
2018/4/28,V,A,52
2018/4/28,U,V,124
2018/4/28,U,O,81
2018/4/28,U,G,49
2018/4/28,T,X,358
2018/4/28,N,V,200
2018/4/28,O,G,191
2018/4/28,N,G,76
2018/4/28,G,V,589
2018/4/28,G,R,43
2018/4/28,G,Q,65
2018/4/28,G,O,326
2018/4/28,G,N,57
2018/4/28,G,L,589
2018/4/28,E,I,42
2018/4/28,D,R,77
2018/4/28,D,L,42
2018/4/28,D,E,69
2018/4/28,D,A,59
2018/4/28,C,V,42
2018/4/28,C,U,43
2018/4/28,C,M,0
2018/4/28,B,G,306
2018/4/28,A,Q,201
2018/4/28,A,O,75
2018/4/28,G,X,42
2018/4/28,I,E,122
2018/4/28,N,M,149
2018/4/28,I,S,70
2018/4/28,M,V,80
2018/4/28,M,U,164
2018/4/28,M,N,44
2018/4/28,M,G,63
2018/4/28,M,C,46
2018/4/28,I,J,242
2018/4/28,L,R,268
2018/4/28,L,P,109
2018/4/28,L,O,70
2018/4/28,L,W,455
2018/4/28,L,J,88
2018/4/28,L,G,614
2018/4/28,L,D,42
2018/4/28,K,L,271
2018/4/28,K,J,259
2018/4/28,J,L,108
2018/4/28,J,K,252
2018/4/28,J,I,301
2018/4/28,L,K,266
2018/4/29,R,G,101
2018/4/29,R,L,287
2018/4/29,R,O,219
2018/4/29,S,R,240
2018/4/29,S,D,101
2018/4/29,S,L,91
2018/4/29,R,S,275
2018/4/29,R,D,48
2018/4/29,O,G,228
2018/4/29,Q,O,88
2018/4/29,Q,N,42
2018/4/29,Q,M,94
2018/4/29,Q,A,190
2018/4/29,P,D,147
2018/4/29,O,R,219
2018/4/29,O,Q,216
2018/4/29,T,B,411
2018/4/29,Q,V,198
2018/4/29,T,X,431
2018/4/29,W,L,478
2018/4/29,U,G,48
2018/4/29,N,V,221
2018/4/29,Y,X,51
2018/4/29,Y,W,223
2018/4/29,Y,L,46
2018/4/29,X,Y,136
2018/4/29,X,W,136
2018/4/29,X,L,45
2018/4/29,X,G,46
2018/4/29,W,Y,243
2018/4/29,W,X,48
2018/4/29,V,Q,171
2018/4/29,V,N,223
2018/4/29,V,M,96
2018/4/29,V,G,541
2018/4/29,V,A,57
2018/4/29,U,V,134
2018/4/29,U,O,92
2018/4/29,U,A,118
2018/4/29,N,M,178
2018/4/29,N,G,81
2018/4/29,M,V,94
2018/4/29,G,X,0
2018/4/29,G,V,687
2018/4/29,G,R,43
2018/4/29,G,Q,76
2018/4/29,G,O,321
2018/4/29,G,N,61
2018/4/29,G,L,680
2018/4/29,D,R,71
2018/4/29,D,L,0
2018/4/29,D,E,72
2018/4/29,D,A,61
2018/4/29,C,V,44
2018/4/29,C,U,43
2018/4/29,C,M,0
2018/4/29,B,G,340
2018/4/29,A,Q,191
2018/4/29,A,O,83
2018/4/29,I,E,120
2018/4/29,I,J,284
2018/4/29,E,I,44
2018/4/29,J,I,350
2018/4/29,I,S,72
2018/4/29,M,N,45
2018/4/29,M,G,57
2018/4/29,M,C,43
2018/4/29,L,X,42
2018/4/29,L,W,511
2018/4/29,L,R,303
2018/4/29,L,P,116
2018/4/29,L,O,72
2018/4/29,M,U,199
2018/4/29,L,J,104
2018/4/29,L,G,730
2018/4/29,L,D,42
2018/4/29,K,L,305
2018/4/29,K,J,306
2018/4/29,J,L,110
2018/4/29,J,K,317
2018/4/29,L,K,317
2018/4/30,T,B,449
2018/4/30,R,S,322
2018/4/30,S,D,110
2018/4/30,S,R,221
2018/4/30,S,L,83
2018/4/30,S,Q,0
2018/4/30,R,O,201
2018/4/30,S,I,42
2018/4/30,R,L,299
2018/4/30,Q,O,92
2018/4/30,R,D,52
2018/4/30,Q,V,208
2018/4/30,Q,M,89
2018/4/30,Q,A,158
2018/4/30,P,D,152
2018/4/30,O,R,242
2018/4/30,O,Q,210
2018/4/30,R,G,112
2018/4/30,T,X,420
2018/4/30,Y,X,52
2018/4/30,U,G,57
2018/4/30,O,G,232
2018/4/30,Y,W,235
2018/4/30,Y,L,45
2018/4/30,X,Y,142
2018/4/30,X,W,136
2018/4/30,X,L,46
2018/4/30,X,G,44
2018/4/30,W,Y,229
2018/4/30,U,A,101
2018/4/30,W,X,54
2018/4/30,V,Q,147
2018/4/30,V,N,242
2018/4/30,V,M,97
2018/4/30,V,G,611
2018/4/30,V,C,42
2018/4/30,V,A,55
2018/4/30,U,V,142
2018/4/30,U,O,107
2018/4/30,W,L,468
2018/4/30,N,V,200
2018/4/30,A,O,101
2018/4/30,N,G,84
2018/4/30,G,X,42
2018/4/30,G,V,615
2018/4/30,G,R,43
2018/4/30,G,Q,70
2018/4/30,G,O,301
2018/4/30,G,N,57
2018/4/30,G,L,742
2018/4/30,D,R,63
2018/4/30,D,L,43
2018/4/30,D,E,63
2018/4/30,D,A,57
2018/4/30,C,V,0
2018/4/30,C,U,42
2018/4/30,C,M,43
2018/4/30,B,G,313
2018/4/30,A,Q,177
2018/4/30,N,M,170
2018/4/30,I,E,129
2018/4/30,I,J,219
2018/4/30,E,I,47
2018/4/30,J,I,306
2018/4/30,M,V,101
2018/4/30,I,S,71
2018/4/30,M,U,199
2018/4/30,M,N,48
2018/4/30,M,G,71
2018/4/30,M,C,43
2018/4/30,L,R,314
2018/4/30,L,P,120
2018/4/30,L,O,65
2018/4/30,L,W,494
2018/4/30,L,J,120
2018/4/30,L,G,650
2018/4/30,L,D,0
2018/4/30,K,L,271
2018/4/30,K,J,345
2018/4/30,J,L,88
2018/4/30,J,K,269
2018/4/30,L,K,344
2018/5/1,S,R,235
2018/5/1,R,L,269
2018/5/1,S,L,88
2018/5/1,S,I,0
2018/5/1,S,D,96
2018/5/1,R,S,275
2018/5/1,R,O,219
2018/5/1,R,G,97
2018/5/1,O,G,207
2018/5/1,Q,V,191
2018/5/1,Q,O,80
2018/5/1,Q,M,96
2018/5/1,Q,A,133
2018/5/1,P,D,143
2018/5/1,O,R,228
2018/5/1,O,Q,227
2018/5/1,T,B,396
2018/5/1,R,D,48
2018/5/1,T,X,378
2018/5/1,Y,X,53
2018/5/1,U,G,55
2018/5/1,N,V,190
2018/5/1,Y,W,213
2018/5/1,Y,L,42
2018/5/1,X,Y,122
2018/5/1,X,W,127
2018/5/1,X,L,43
2018/5/1,X,G,47
2018/5/1,W,Y,165
2018/5/1,U,A,89
2018/5/1,W,X,61
2018/5/1,V,Q,134
2018/5/1,V,N,230
2018/5/1,V,M,108
2018/5/1,V,G,485
2018/5/1,V,C,0
2018/5/1,V,A,48
2018/5/1,U,V,120
2018/5/1,U,O,89
2018/5/1,W,L,399
2018/5/1,N,M,156
2018/5/1,K,J,268
2018/5/1,M,V,97
2018/5/1,G,V,579
2018/5/1,G,R,42
2018/5/1,G,Q,74
2018/5/1,G,O,261
2018/5/1,G,N,57
2018/5/1,G,L,606
2018/5/1,E,I,44
2018/5/1,D,R,73
2018/5/1,D,L,42
2018/5/1,D,E,68
2018/5/1,D,A,57
2018/5/1,C,V,43
2018/5/1,C,U,45
2018/5/1,C,N,42
2018/5/1,C,M,43
2018/5/1,B,G,278
2018/5/1,A,Q,171
2018/5/1,G,X,44
2018/5/1,I,E,107
2018/5/1,A,O,77
2018/5/1,I,S,57
2018/5/1,M,U,164
2018/5/1,M,N,48
2018/5/1,M,G,65
2018/5/1,M,C,48
2018/5/1,L,X,0
2018/5/1,I,J,201
2018/5/1,L,R,243
2018/5/1,L,P,113
2018/5/1,L,O,57
2018/5/1,L,W,446
2018/5/1,L,J,101
2018/5/1,L,G,621
2018/5/1,L,D,42
2018/5/1,K,L,263
2018/5/1,N,G,71
2018/5/1,J,L,92
2018/5/1,J,K,263
2018/5/1,J,I,325
2018/5/1,L,K,294
2018/5/2,R,G,107
2018/5/2,R,L,278
2018/5/2,R,O,230
2018/5/2,S,Q,44
2018/5/2,S,D,101
2018/5/2,S,L,84
2018/5/2,R,S,256
2018/5/2,R,D,47
2018/5/2,O,G,232
2018/5/2,Q,O,84
2018/5/2,Q,N,0
2018/5/2,Q,M,104
2018/5/2,Q,A,171
2018/5/2,P,D,128
2018/5/2,O,R,211
2018/5/2,O,Q,246
2018/5/2,S,R,228
2018/5/2,Q,V,235
2018/5/2,T,B,455
2018/5/2,V,Q,148
2018/5/2,U,A,96
2018/5/2,N,V,190
2018/5/2,Y,X,48
2018/5/2,Y,W,240
2018/5/2,Y,L,48
2018/5/2,X,W,122
2018/5/2,X,L,44
2018/5/2,X,G,48
2018/5/2,W,Y,148
2018/5/2,W,X,57
2018/5/2,W,L,464
2018/5/2,V,N,243
